,smiles,prop,SET,data
0,<delaney>|CC(C)(C)CCO,-0.5,train,delaney
79,<delaney>|CC(C)Cl,-1.41,test,delaney
80,<delaney>|CCCC(=O)OCC,-1.36,test,delaney
81,<delaney>|CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,test,delaney
82,<delaney>|CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,test,delaney
83,<delaney>|Cc1cc(C)cc(C)c1,-3.4,test,delaney
84,<delaney>|OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,test,delaney
85,<delaney>|Clc1cccc(Cl)c1Cl,-4.0,test,delaney
86,<delaney>|CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,test,delaney
87,<delaney>|CCCCl,-1.47,test,delaney
88,<delaney>|CCCCCCl,-2.73,test,delaney
89,<delaney>|Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16,test,delaney
90,<delaney>|COP(=O)(NC(C)=O)SC,0.54,test,delaney
91,<delaney>|CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,test,delaney
92,<delaney>|O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655,test,delaney
93,<delaney>|c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314,test,delaney
94,<delaney>|Oc1c(Br)cc(C#N)cc1Br,-3.33,test,delaney
95,<delaney>|FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,test,delaney
96,<delaney>|ClCCBr,-1.32,test,delaney
97,<delaney>|C=Cc1ccccc1,-2.82,test,delaney
98,<delaney>|C1c2ccccc2c3ccc4ccccc4c13,-6.68,test,delaney
99,<delaney>|COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,test,delaney
100,<delaney>|CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,test,delaney
101,<delaney>|CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4,test,delaney
102,<delaney>|Nc1ccc(cc1)c2ccc(N)cc2,-2.7,test,delaney
103,<delaney>|CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,test,delaney
104,<delaney>|c2ccc1[nH]nnc1c2,-0.78,test,delaney
105,<delaney>|c1ccc2c(c1)cnc3ccccc23,-2.78,test,delaney
106,<delaney>|CCCO,0.62,test,delaney
107,<delaney>|Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,test,delaney
108,<delaney>|CCC(C)(O)CC,-0.36,test,delaney
109,<delaney>|BrCBr,-1.17,test,delaney
110,<delaney>|CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,test,delaney
111,<delaney>|CCOC(C)OCC,-0.43,test,delaney
112,<delaney>|Cc1cc(C)c(C)cc1C,-4.59,test,delaney
0,<delaney>|CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,-3.893,valid,delaney
1,<delaney>|CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,valid,delaney
2,<delaney>|C1CCCCCC1,-3.51,valid,delaney
3,<delaney>|CCCCCCCCC(=O)OCC,-3.8,valid,delaney
4,<delaney>|CC(Cl)(Cl)Cl,-2.0,valid,delaney
5,<delaney>|Nc1cccc2ccccc12,-1.92,valid,delaney
6,<delaney>|CCCCCCCCl,-4.0,valid,delaney
7,<delaney>|COc2c1occc1cc3ccc(=O)oc23,-3.664,valid,delaney
8,<delaney>|CCCCI,-2.96,valid,delaney
9,<delaney>|CCNc1ccccc1,-1.7,valid,delaney
10,<delaney>|Nc1ncnc2nc[nH]c12,-2.12,valid,delaney
11,<delaney>|COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,valid,delaney
12,<delaney>|COc1ccccc1O,-1.96,valid,delaney
13,<delaney>|CCCCCCC(=O)OCC,-2.74,valid,delaney
14,<delaney>|CCOC(=O)N,0.85,valid,delaney
15,<delaney>|CCCBr,-1.73,valid,delaney
16,<delaney>|CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,valid,delaney
17,<delaney>|Cc1ccccc1N,-2.21,valid,delaney
18,<delaney>|N#Cc1ccccc1,-1.0,valid,delaney
19,<delaney>|CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,valid,delaney
20,<delaney>|CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,-4.3,valid,delaney
21,<delaney>|CC(C)=CCCC(O)(C)C=C,-1.99,valid,delaney
22,<delaney>|OCCCC=C,-0.15,valid,delaney
23,<delaney>|CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85,valid,delaney
24,<delaney>|Ic1ccccc1,-3.01,valid,delaney
25,<delaney>|CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,-3.36,valid,delaney
26,<delaney>|Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,valid,delaney
27,<delaney>|CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69,valid,delaney
28,<delaney>|Cc1c2ccccc2c(C)c3ccc4ccccc4c13,-7.02,valid,delaney
29,<delaney>|OCCOc1ccccc1,-0.7,valid,delaney
30,<delaney>|CC1=CCCCC1,-3.27,valid,delaney
31,<delaney>|CCCCN(CC)C(=O)SCCC,-3.53,valid,delaney
32,<delaney>|CC#N,0.26,valid,delaney
33,<delaney>|C(c1ccccc1)c2ccccc2,-4.08,valid,delaney
34,<delaney>|CCCC#C,-1.64,valid,delaney
35,<delaney>|c1ccc2c(c1)sc3ccccc23,-4.38,valid,delaney
36,<delaney>|c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,valid,delaney
37,<delaney>|O=C1NC(=O)NC(=O)C1(CC)CC,-2.4,valid,delaney
38,<delaney>|CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,valid,delaney
39,<delaney>|Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,valid,delaney
40,<delaney>|COc1ccc(C=O)cc1,-1.49,valid,delaney
41,<delaney>|CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468,valid,delaney
42,<delaney>|CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,valid,delaney
43,<delaney>|c3ccc2nc1ccccc1cc2c3,-3.67,valid,delaney
44,<delaney>|O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.593999999999999,valid,delaney
45,<delaney>|O=C2NC(=O)C1(CC1)C(=O)N2,-1.886,valid,delaney
46,<delaney>|COc1cc(CC=C)ccc1O,-1.56,valid,delaney
47,<delaney>|Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,valid,delaney
48,<delaney>|CCCCOCCCC,-1.85,valid,delaney
49,<delaney>|CC1CCCC1,-3.3,valid,delaney
50,<delaney>|Cc1ccccc1Br,-2.23,valid,delaney
51,<delaney>|Nc1cc[nH]c(=O)n1,-1.155,valid,delaney
52,<delaney>|N(=Nc1ccccc1)c2ccccc2,-4.45,valid,delaney
53,<delaney>|O=Cc1ccccc1,-1.19,valid,delaney
54,<delaney>|CCCC(C)(C)C,-4.36,valid,delaney
55,<delaney>|Clc1ccccc1Cl,-3.05,valid,delaney
56,<delaney>|CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,valid,delaney
57,<delaney>|Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,valid,delaney
58,<delaney>|FC(F)(Cl)C(F)(Cl)Cl,-3.04,valid,delaney
59,<delaney>|C1CC=CC1,-2.1,valid,delaney
60,<delaney>|Cc1ncc(N(=O)=O)n1CCO,-1.26,valid,delaney
61,<delaney>|FC(F)(F)c1ccccc1,-2.51,valid,delaney
62,<delaney>|Cc2cccc3sc1nncn1c23,-2.07,valid,delaney
63,<delaney>|CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2,-4.632,valid,delaney
64,<delaney>|CCCCOC=O,-1.37,valid,delaney
65,<delaney>|OCC(O)CO,1.12,valid,delaney
66,<delaney>|c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,valid,delaney
67,<delaney>|CCOc1ccc(NC(=O)C)cc1,-2.35,valid,delaney
68,<delaney>|CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16,valid,delaney
69,<delaney>|c1ccc2ccccc2c1,-3.6,valid,delaney
70,<delaney>|CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749,valid,delaney
71,<delaney>|Nc1ccccc1N(=O)=O,-1.96,valid,delaney
72,<delaney>|ClCCl,-0.63,valid,delaney
73,<delaney>|CCC#C,-1.24,valid,delaney
74,<delaney>|c1ccccc1C(O)c2ccccc2,-2.55,valid,delaney
75,<delaney>|Nc1nc[nH]n1,0.522,valid,delaney
76,<delaney>|CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000000000001,valid,delaney
77,<delaney>|Clc1ccc(cc1)c2ccccc2Cl,-5.28,valid,delaney
78,<delaney>|Cc1c2ccccc2cc3ccccc13,-5.89,valid,delaney
79,<delaney>|CCCCCCCC(=O)OCC,-3.39,valid,delaney
80,<delaney>|CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,valid,delaney
81,<delaney>|CCC(C)C,-3.18,valid,delaney
82,<delaney>|CCCCCCCCCC(C)O,-2.94,valid,delaney
83,<delaney>|CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,-2.647,valid,delaney
84,<delaney>|O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46,valid,delaney
85,<delaney>|O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,valid,delaney
86,<delaney>|CC(=C)C=C,-2.03,valid,delaney
87,<delaney>|c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,valid,delaney
88,<delaney>|CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O),-3.48,valid,delaney
89,<delaney>|Nc1ccc(Cl)cc1,-1.66,valid,delaney
90,<delaney>|Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,valid,delaney
91,<delaney>|CN(C)C(=O)C,1.11,valid,delaney
92,<delaney>|NC(N)=NC#N,-0.31,valid,delaney
93,<delaney>|Nc3cc2c1ccccc1ccc2c4ccccc34,-6.2,valid,delaney
94,<delaney>|NC(=O)c1ccccc1O,-1.82,valid,delaney
95,<delaney>|CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,valid,delaney
96,<delaney>|COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,valid,delaney
97,<delaney>|CN(C)c1ccccc1,-1.92,valid,delaney
98,<delaney>|CCC1CCCCC1,-4.25,valid,delaney
99,<delaney>|CC(C)C(C)O,-0.18,valid,delaney
100,<delaney>|CNC(=O)Oc1ccccc1OC(C)C,-2.05,valid,delaney
101,<delaney>|CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,valid,delaney
102,<delaney>|CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23,-4.553999999999999,valid,delaney
103,<delaney>|COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C,-4.42,valid,delaney
104,<delaney>|Clc1ccc(Br)cc1,-3.63,valid,delaney
105,<delaney>|CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,valid,delaney
106,<delaney>|CN(C)C(=O)Nc1ccccc1,-1.6,valid,delaney
107,<delaney>|NC(=S)N,0.32,valid,delaney
108,<delaney>|CCC(CC)C=O,-1.52,valid,delaney
109,<delaney>|Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,valid,delaney
110,<delaney>|c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,valid,delaney
111,<delaney>|CC(=C)C,-2.33,valid,delaney
112,<delaney>|c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,valid,delaney
