,smiles,prop,SET,data
3212,<lipo>|Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl,2.2,train,lipo
3213,<lipo>|OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3,0.49,train,lipo
3214,<lipo>|CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,3.45,train,lipo
3215,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)N)C(=O)C(F)(F)F,0.68,train,lipo
3216,<lipo>|COc1ccc(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)cc1,1.5,train,lipo
3217,<lipo>|C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3[nH]c(N)nc13,3.22,train,lipo
3218,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCOCC4,2.68,train,lipo
3219,<lipo>|CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccccc2)C(F)(F)F,2.98,train,lipo
3220,<lipo>|O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,2.56,train,lipo
3221,<lipo>|Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24,2.62,train,lipo
3222,<lipo>|CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2,0.3,train,lipo
3223,<lipo>|CCS(=O)(=O)c1cccc(c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,-0.66,train,lipo
3224,<lipo>|COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,train,lipo
3225,<lipo>|CNc1c(Br)cnc2[nH]c(nc12)c3ccc(O)cc3,2.47,train,lipo
3226,<lipo>|Nc1ccc2ccccc2n1,1.7,train,lipo
3227,<lipo>|CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CC[C@H](C4)N(C)C)ncc2F,2.36,train,lipo
3228,<lipo>|CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,2.32,train,lipo
3229,<lipo>|CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,0.52,train,lipo
3230,<lipo>|C[C@@H](CO)Oc1cc(Oc2ccc(cc2)S(=O)(=O)C)cc(c1)C(=O)Nc3nccs3,2.63,train,lipo
3231,<lipo>|CN(C1CCN(Cc2ccc(cn2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,1.9,train,lipo
3232,<lipo>|NS(=O)(=O)NC(=O)CCCc1c([nH]c2ccc(cc12)C#N)c3ccc(F)cc3,1.95,train,lipo
3233,<lipo>|C(CN1CCCCC1)C2CCc3cc(OCc4ccc(cc4)c5ccccc5)ccc3C2,3.3,train,lipo
3234,<lipo>|COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,0.06,train,lipo
3235,<lipo>|CN1C(=N)N(CC(=O)c2ccc(Cl)cc2)c3ccccc13,1.63,train,lipo
3236,<lipo>|NC1(CCC1)c2ccc(cc2)c3ncc4ccccc4c3c5ccccc5,3.6,train,lipo
3237,<lipo>|COCCN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,3.2,train,lipo
3238,<lipo>|N#CC[C@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,2.55,train,lipo
3239,<lipo>|Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,3.19,train,lipo
3240,<lipo>|CCc1cccc(c1)N(C)C(=N)Nc2cccc3ccccc23,1.57,train,lipo
3241,<lipo>|CCCSc1c(cnn1[C@@H]2CC[C@@H](CC2)C(=O)O)C(=O)NC3CCCCC3,1.39,train,lipo
3242,<lipo>|CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(Cc3ccccc3)C2,2.01,train,lipo
3243,<lipo>|CCC(N(CC1CCNCC1)C(=O)c2ccc(C)cc2)C3=Nc4ccsc4C(=O)N3Cc5ccccc5,1.33,train,lipo
3244,<lipo>|CC(C)N1CCN(Cc2cnc(c(C)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,1.44,train,lipo
3245,<lipo>|COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)C)c(OC)c1,2.81,train,lipo
3246,<lipo>|CN([C@@H]1CCN(Cc2ccc(nc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1.8,train,lipo
3247,<lipo>|O=C(Nc1ccc(cc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,3.15,train,lipo
3248,<lipo>|CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccoc3C(=O)N2Cc4ccccc4,1.37,train,lipo
3249,<lipo>|CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-0.96,train,lipo
3250,<lipo>|COc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.39,train,lipo
3251,<lipo>|Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccccc4)CC3,2.51,train,lipo
3252,<lipo>|CCCc1nc2c(N)nc3ccccc3c2s1,4.09,train,lipo
3253,<lipo>|CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,3.4,train,lipo
3254,<lipo>|Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@@H](O)CO)c3,1.91,train,lipo
3255,<lipo>|Cc1c(c2ccc(O)cc2)n(C)c3ccc(O)cc13,3.8,train,lipo
3256,<lipo>|O=C(NC1CCCCC1)C2CCCN(C2)S(=O)(=O)c3cccs3,2.93,train,lipo
3257,<lipo>|Clc1cccc(NC(=O)c2ccccn2)c1,3.4,train,lipo
3258,<lipo>|CCCNC(=O)c1nnc2c(c(F)ccc2c1N)c3ccc(OC)cc3OC,3.52,train,lipo
3259,<lipo>|Brc1ccc(s1)N2C[C@@]3(CN4CCC3CC4)OC2=O,2.0,train,lipo
3260,<lipo>|C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3,2.75,train,lipo
3261,<lipo>|CC(=O)C1=C(C)c2cnc(Nc3ccc(cn3)N4CCNCC4)nc2N(C5CCCC5)C1=O,0.8,train,lipo
3262,<lipo>|COC1CCN(CC1)C(=O)C2CCN(CCc3c([nH]c4sc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7)CC2,4.09,train,lipo
3263,<lipo>|CSc1nc(C(=O)N)c(N)s1,1.21,train,lipo
3264,<lipo>|Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5N=CC(=O)NC5=O,2.1,train,lipo
3265,<lipo>|CC(C)N(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,3.9,train,lipo
3266,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5,3.4,train,lipo
3267,<lipo>|O=C(Nc1cc(ccn1)c2ccnc(Nc3ccccc3)c2)C4CCOCC4,3.7,train,lipo
3268,<lipo>|Nc1cc(cc(c1)C(F)(F)F)C(=O)Nc2cccc(c2)c3nnn[nH]3,0.2,train,lipo
3269,<lipo>|CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1,0.12,train,lipo
3270,<lipo>|OC[C@H](O)CN1C(=O)[C@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.3,train,lipo
3271,<lipo>|CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccccc4,4.0,train,lipo
3272,<lipo>|Cc1cnc(NC(=O)Cc2ccccc2)s1,2.9,train,lipo
3273,<lipo>|C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.67,train,lipo
3274,<lipo>|CCn1c2ccccc2c3cc(NC(=O)C)ccc13,3.5,train,lipo
3275,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3ccc(C)cc3F)c2cc1OC,3.34,train,lipo
3276,<lipo>|Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,4.1,train,lipo
3277,<lipo>|C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,1.7,train,lipo
3278,<lipo>|Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,2.59,train,lipo
3279,<lipo>|CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,2.41,train,lipo
3280,<lipo>|COCCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.78,train,lipo
3281,<lipo>|C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3cccc(c3)C#N,0.4,train,lipo
3282,<lipo>|Cc1ccc2c(c1)c(c(C)n2CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,0.06,train,lipo
3283,<lipo>|O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc(cs4)c5ccccc5,3.5,train,lipo
3284,<lipo>|Oc1cccc2nc(cc(O)c12)c3ccccc3,3.37,train,lipo
3285,<lipo>|COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c2ccc(Br)cc2,3.4,train,lipo
3286,<lipo>|CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)n1,-0.04,train,lipo
3287,<lipo>|CS(=O)(=O)c1ccc(cc1)[C@@H](CC2CCCC2)C(=O)Nc3nccs3,3.86,train,lipo
3288,<lipo>|OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,3.62,train,lipo
3289,<lipo>|CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@@H]3CC[C@@H](C)CC3)C1=O,1.73,train,lipo
3290,<lipo>|COc1ccccc1OCC(O)COC(=O)N,0.36,train,lipo
3291,<lipo>|CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,0.82,train,lipo
3292,<lipo>|CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCCC4)n1)c5cc(CO)ccc5C,4.2,train,lipo
3293,<lipo>|COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,0.99,train,lipo
3294,<lipo>|CN1C(=O)N(Cc2ccc(cc2)C(=O)O)C(=O)c3cc(ccc13)C#CCc4ccccc4,2.5,train,lipo
3295,<lipo>|CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,1.72,train,lipo
3296,<lipo>|CNC(=O)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,-0.89,train,lipo
3297,<lipo>|CC(N)C(=O)Nc1c(C)cccc1C,-0.15,train,lipo
3298,<lipo>|Cc1ccccc1CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4,2.3,train,lipo
3299,<lipo>|OC(=O)CO[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1.38,train,lipo
3300,<lipo>|CNS(=O)(=O)c1ccc(Oc2ccc(cc2)C#C[C@]3(O)CN4CCC3CC4)cc1,2.03,train,lipo
3301,<lipo>|COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5,3.5,train,lipo
3302,<lipo>|Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2,2.17,train,lipo
3303,<lipo>|CN(c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,-0.59,train,lipo
3304,<lipo>|OC(=O)C1Cc2c([nH]c3ccccc23)C(N1)c4ccccc4,0.78,train,lipo
3305,<lipo>|CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3ccccc3)N4CCOCC4,2.6,train,lipo
3306,<lipo>|CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C,2.79,train,lipo
3307,<lipo>|CS(=O)(=O)c1ccccc1C(=O)NCC(O)CNC2CCN(Cc3ccc(Cl)c(Cl)c3)CC2,1.21,train,lipo
3308,<lipo>|OCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.42,train,lipo
3309,<lipo>|CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2,1.3,train,lipo
3310,<lipo>|CN1C(C(=O)Nc2ncc(C)s2)C(=O)c3ccccc3S1(=O)=O,0.3,train,lipo
3311,<lipo>|Nc1n[nH]cc1c2cc(ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4)C(F)(F)F,2.65,train,lipo
3312,<lipo>|CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0.44,train,lipo
3313,<lipo>|C(Cn1c2CCCCc2c3c(nc(nc13)N4CCCC4)N5CCCC5)N6CCOCC6,3.6,train,lipo
3314,<lipo>|CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,-0.15,train,lipo
3315,<lipo>|O[C@@H](CNCCc1cccc(CNCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1.85,train,lipo
3316,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5,2.7,train,lipo
3317,<lipo>|C[C@H](NC1=NC(=O)[C@](C)(S1)C(F)(F)F)c2ccccc2F,3.1,train,lipo
3318,<lipo>|CN1N(C(=O)C=C1C)c2ccccc2,0.11,train,lipo
3319,<lipo>|COc1cccc(c1OC)c2ccc(\C=C\3/SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2,1.5,train,lipo
3320,<lipo>|C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C,0.45,train,lipo
3321,<lipo>|O=C(CS(=O)(=O)c1ccccc1)c2ccccc2,1.86,train,lipo
3322,<lipo>|NC(=N)Nc1oc2ccccc2n1,1.91,train,lipo
3323,<lipo>|Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,2.22,train,lipo
3324,<lipo>|CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,3.45,train,lipo
3325,<lipo>|CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Cl)cc23)c1C,2.75,train,lipo
3326,<lipo>|COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1,0.83,train,lipo
3327,<lipo>|COc1ccc(cc1OC)C(=O)Nc2cccc(NC(=O)c3cccc(c3)N(C)C)c2,3.67,train,lipo
3328,<lipo>|O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,1.3,train,lipo
3329,<lipo>|OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,1.5,train,lipo
3330,<lipo>|C[C@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,2.86,train,lipo
3331,<lipo>|FC(F)(F)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,4.2,train,lipo
3332,<lipo>|Nc1[nH]nc2cccc(Cl)c12,1.92,train,lipo
3333,<lipo>|Oc1ccc(cc1)c2nc3ccc(O)cc3s2,3.65,train,lipo
3334,<lipo>|COc1ccc2cc(CCC(=O)C)ccc2c1,3.06,train,lipo
3335,<lipo>|Oc1c2C(=O)NNC(=O)c2nc3cc(Cl)cc(Cl)c13,0.89,train,lipo
3336,<lipo>|C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6,3.48,train,lipo
3337,<lipo>|Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,2.0,train,lipo
3338,<lipo>|CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,1.98,train,lipo
3339,<lipo>|COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,0.9,train,lipo
3340,<lipo>|CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12,-0.1,train,lipo
3341,<lipo>|O=C(Nc1oc(nn1)C(=O)Nc2ccc(cc2)N3CCOCC3)c4ccccc4,1.02,train,lipo
3342,<lipo>|CCC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccncc4,0.6,train,lipo
3343,<lipo>|CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,4.48,train,lipo
3344,<lipo>|Nc1ccc(cc1)S(=O)(=O)N2CCCC2,0.98,train,lipo
3345,<lipo>|Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1N4C(=O)CCC4=O,1.0,train,lipo
3346,<lipo>|COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,3.0,train,lipo
3347,<lipo>|CNC[C@H](O)c1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,1.41,train,lipo
3348,<lipo>|COc1ccc(cc1OC2CCCC2)[C@@]3(CC[C@H](CC3)C(=O)O)C#N,0.76,train,lipo
3349,<lipo>|CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3,1.97,train,lipo
3350,<lipo>|O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,3.12,train,lipo
3351,<lipo>|CCC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4cccnc4,0.7,train,lipo
3352,<lipo>|Nc1ncnc2sc(nc12)c3c(ncn3C[C@H]4CCCO4)c5ccccc5,2.65,train,lipo
3353,<lipo>|CCCSc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1,2.9,train,lipo
3354,<lipo>|Cc1nc(CS(=O)(=O)c2ccccc2)cc(n1)N3CCOCC3,1.07,train,lipo
3355,<lipo>|Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0.88,train,lipo
3356,<lipo>|COCCNC(=O)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4OC)cc1,3.14,train,lipo
3357,<lipo>|CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N,1.83,train,lipo
3358,<lipo>|COc1ccc(cn1)c2ccc3nc(N)sc3c2,3.2,train,lipo
3359,<lipo>|CC(=O)c1noc(C)c1C(=O)Nc2nccs2,1.94,train,lipo
0,<lipo>|Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,1.0,test,lipo
1,<lipo>|COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,2.08,test,lipo
2,<lipo>|CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.3,test,lipo
3,<lipo>|NC(=O)c1sc(cc1N)c2ccsc2,2.23,test,lipo
4,<lipo>|C[C@@H]1C2CCCC1(CCN2C)c3cccc(O)c3,0.52,test,lipo
5,<lipo>|CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(F)ccc12)c3ccccc3)c4ccccc4,3.62,test,lipo
6,<lipo>|CC(C)Oc1cc(OCCN2CCN(CC2)C(=O)C)cc3ncnc(Nc4c(F)ccc5OCOc45)c13,3.06,test,lipo
7,<lipo>|OCC[C@@]1(CCCNC1)c2ccc(Cl)c(Cl)c2,0.61,test,lipo
8,<lipo>|CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,-0.09,test,lipo
9,<lipo>|Fc1cc2N=CNC(=O)c2cc1F,1.5,test,lipo
10,<lipo>|C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(C)c3n2)c4ccncc4)cc1,3.46,test,lipo
11,<lipo>|C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3,2.51,test,lipo
12,<lipo>|CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc4cccnc34,0.7,test,lipo
13,<lipo>|C[C@@H](NCc1ccccc1c2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2)c5ccccc5,2.28,test,lipo
14,<lipo>|CN1CCN(CC1)c2ccc3ncc(C(=O)N)c(Nc4ccc(F)cc4F)c3c2,2.3,test,lipo
15,<lipo>|CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3)cn2,3.4,test,lipo
16,<lipo>|Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#N,3.6,test,lipo
17,<lipo>|Cc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.8,test,lipo
18,<lipo>|Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,0.88,test,lipo
19,<lipo>|C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOCC3)c4ccc(Nc5ccccc5)nc4n2,4.12,test,lipo
20,<lipo>|OC(=O)COc1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.09,test,lipo
21,<lipo>|Cc1ccc(O)c(O)c1,1.37,test,lipo
22,<lipo>|CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N2CCC3(CC2)CN(c4ccccc34)S(=O)(=O)C,1.4,test,lipo
23,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC[C@@H](O)C4,2.74,test,lipo
24,<lipo>|Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4,2.8,test,lipo
25,<lipo>|N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,-0.92,test,lipo
26,<lipo>|CON(C)C(=O)c1c(Cn2c(C)nc(Cl)c2Cl)sc3N(CC(C)C)C(=O)N(C)C(=O)c13,2.23,test,lipo
27,<lipo>|CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,1.28,test,lipo
28,<lipo>|Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)NCc3ccccc3,3.15,test,lipo
29,<lipo>|COc1ccc2ncc(C#N)c(CCN3CCC(CC3)NCc4cc5SCOc5cn4)c2c1,2.55,test,lipo
30,<lipo>|Nc1ncnc2nc(cc(c3cccc(Br)c3)c12)c4ccc(nc4)N5CCOCC5,3.2,test,lipo
31,<lipo>|Cc1[nH]c(C(=O)NC2CCN(CC2)c3ncc(s3)C(=O)O)c(Cl)c1Cl,0.02,test,lipo
32,<lipo>|CCN(CC)CCOc1ccc(cc1)\C(=C(\Cl)/c2ccccc2)\c3ccccc3,4.09,test,lipo
33,<lipo>|OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6,1.33,test,lipo
34,<lipo>|CNCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1.96,test,lipo
35,<lipo>|CN(Cc1ccc(Cl)cc1)C(=O)C2(N)CCN(CC2)c3ncnc4[nH]ccc34,2.8,test,lipo
36,<lipo>|CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,1.2,test,lipo
37,<lipo>|Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,3.42,test,lipo
38,<lipo>|Cc1ccc(F)cc1S(=O)(=O)N[C@@H]2CCN(Cc3ccc(cc3)c4ccccc4)C2,4.0,test,lipo
39,<lipo>|Cc1sc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,2.55,test,lipo
40,<lipo>|CN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4cccc5cccnc45,2.3,test,lipo
41,<lipo>|COc1ccc(cc1OC)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,3.12,test,lipo
42,<lipo>|CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,3.1,test,lipo
43,<lipo>|COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1,-0.5,test,lipo
44,<lipo>|COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c1c2ccc(F)cc2)C(C)C,1.72,test,lipo
45,<lipo>|CN1C[C@@H](c2ccccc2)c3cccc(N)c3C1,2.11,test,lipo
46,<lipo>|Oc1cc(O)c2C(=O)C(=COc2c1)c3ccc(F)cc3,3.6,test,lipo
47,<lipo>|CC[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,3.27,test,lipo
48,<lipo>|O[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4,0.45,test,lipo
49,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccccc3C(=O)O)C(=O)C(F)(F)F,1.14,test,lipo
50,<lipo>|O[C@H](CNC(=O)c1n[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.95,test,lipo
51,<lipo>|OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(Cl)ccc4[nH]3,1.79,test,lipo
52,<lipo>|COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,0.79,test,lipo
53,<lipo>|C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccccc4,2.35,test,lipo
54,<lipo>|Nc1nc2OC(COc3ccccc3)Cc2c(N)c1C#N,2.08,test,lipo
55,<lipo>|CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.2,test,lipo
56,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Oc3cccc4ccccc34)c2C(=O)N5CC[C@@H](O)C5,2.87,test,lipo
57,<lipo>|Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(C4CC4)c5ccncc5,0.7,test,lipo
58,<lipo>|CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1,2.5,test,lipo
